genres,item_name,release_date,price,item_id,developer,year
"['Indie', 'Racing', 'Sports', 'Early Access']",Tail Drift,2014-10-29,9.99,330520,Attract Mode Games,2014
['Simulation'],Farming Simulator 15,2014-10-30,19.99,313160,Giants Software,2014
"['Action', 'Indie']",Vertical Drop Heroes - Halloween Theme,2014-10-30,4.99,329370,Nerdook Productions,2014
"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Miscreated,2014-10-30,19.99,299740,Entrada Interactive LLC,2014
"['Casual', 'Indie']",Cosmic DJ,2014-10-30,2.99,297110,Gl33k,2014
"['Simulation', 'Strategy']",Europa Universalis IV: Art of War Ebook,2014-10-30,1.99,327831,Paradox Development Studio,2014
"['Indie', 'RPG']",Battlepaths - Soundtrack,2014-11-03,0.99,322480,Key17 Games,2014
['Adventure'],The Interactive Adventures of Dog Mendonça & Pizzaboy®,2016-03-03,14.99,330420,OKAM Studio,2016
"['Simulation', 'Strategy']",Alea Jacta Est,2012-09-27,24.99,313660,Ageod,2012
"['Simulation', 'Strategy']",Alea Jacta Est Spartacus 73BC,2014-11-04,3.99,329551,Ageod,2014
"['Simulation', 'Strategy']",Alea Jacta Est Cantabrian Wars,2014-11-04,3.99,329550,Ageod,2014
"['Action', 'Simulation']",Aviator - Bush Pilot,2014-11-04,9.99,273830,Netmin Games,2014
['Action'],The Binding of Isaac: Rebirth,2014-11-04,14.99,250900,"Nicalis, Inc.",2014
"['Action', 'Simulation', 'Strategy']",Arma 3 Helicopters,2014-11-04,11.99,304380,Bohemia Interactive,2014
['Adventure'],Broken Sword 4 - the Angel of Death,2006-09-15,5.99,316160,Sumo Digital Ltd,2006
['Strategy'],Defenders of Time,2014-11-04,4.99,317330,Four Lights,2014
"['Action', 'Indie', 'Racing']",Space Warp,2014-11-04,4.99,326470,Mind Crew,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Killswitch Engage - “The End Of Heartache”,2014-11-04,2.99,295042,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Killswitch Engage - “My Curse”,2014-11-04,2.99,295041,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Killswitch Engage - “Holy Diver”,2014-11-04,2.99,295043,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Killswitch Engage Song Pack,2014-11-04,7.99,295044,Ubisoft - San Francisco,2014
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - C&C: Rune Lore,2014-11-04,24.99,331960,"SmiteWorks USA, LLC",2014
['Action'],NAM,1998-07-31,6.99,329650,TNT Team,1998
['Strategy'],Across the Rhine,1995-07-01,6.99,329620,"MicroProse Software, Inc",1995
['Strategy'],Command HQ,1990-01-01,6.99,329630,Ozark Softscape,1990
['Action'],Eradicator,1996-01-01,6.99,329640,"Accolade, Inc",1996
['Simulation'],Silent Service 2,1990-01-01,6.99,329670,"MicroProse Software, Inc",1990
"['Action', 'RPG']",The World II: Hunting BOSS,2014-11-05,1.99,323240,Good Games,2014
"['Action', 'Adventure', 'Indie']",Among the Sleep: Prologue,2014-11-06,4.99,332210,Krillbite Studio,2014
"['Action', 'Indie', 'Early Access']",The Joylancer: Legendary Motor Knight,2014-11-07,9.99,315540,alpha six productions,2014
"['Indie', 'RPG', 'Strategy']",Winged Sakura: Mindy's Arc - Soundtrack,2014-11-07,4.99,331550,WINGED SAKURA GAMES,2014
"['Indie', 'RPG', 'Strategy']",Winged Sakura: Mindy's Arc,2014-11-07,14.99,331390,WINGED SAKURA GAMES,2014
"['Adventure', 'Indie', 'RPG']",Pitiri 1977,2014-10-14,3.99,305740,ILIKESCIFI Games,2014
"['Racing', 'Sports']",GRID Autosport - Demoman Derby Pack,2014-11-07,4.99,324130,"Codemasters Racing,Feral Interactive (Mac),Feral Interactive (Linux)",2014
"['Indie', 'RPG', 'Strategy']",Crowntakers,2014-11-07,9.99,294370,Bulwark Studios,2014
"['Action', 'Adventure']",Pirate Hell,2014-11-07,5.99,321080,Sascha Hartleb,2014
"['Adventure', 'Indie', 'RPG']",A Bird Story,2014-11-07,3.99,327410,Freebird Games,2014
"['Adventure', 'Indie', 'RPG']",Gunspell - Steam Edition,2014-11-07,14.99,328100,Ino-Co Plus,2014
"['Adventure', 'Indie', 'RPG']",A Bird Story - Original Soundtrack,2014-11-07,2.99,328230,Freebird Games,2014
"['Adventure', 'Indie', 'Strategy']",Gold Rush! Anniversary,2014-11-07,12.99,319230,Sunlight Games,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Tom Petty Song Pack,2014-11-11,11.99,295050,Ubisoft - San Francisco,2014
['Strategy'],MASSIVE CHALICE Soundtrack,2014-11-11,6.99,332460,Double Fine Productions,2014
"['Action', 'Adventure', 'Indie']",Deadlings: Rotten Edition,2014-11-11,3.99,320150,ONE MORE LEVEL,2014
['Racing'],Toybox Turbos,2014-11-11,14.99,287260,Codemasters,2014
"['RPG', 'Strategy']",Space Hulk Ascension,2014-11-12,29.99,317620,Full Control Studios,2014
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",Leadwerks Game Engine - FPS Weapons Pack,2014-11-11,29.99,329100,Leadwerks Software,2014
"['Action', 'Adventure', 'Indie']",Anodyne OST,2014-11-12,4.99,331620,Sean Han Tani,2014
"['Adventure', 'Indie']",Amphora,2014-11-12,13.99,331510,Moondrop,2014
"['Adventure', 'Indie']",Chariot,2014-11-12,14.99,319450,Frima Studio,2014
"['Adventure', 'Indie']",Chariot - Soundtrack,2014-11-12,3.99,329760,Frima Studio,2014
"['Adventure', 'Indie']",Randal's Monday,2014-11-12,19.99,314810,Nexus Game Studios,2014
"['Action', 'Indie', 'RPG', 'Strategy']",Deadstone,2014-11-12,7.99,327150,Timeslip Softworks,2014
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - Rising Storm Rune,2014-11-12,0.99,313381,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014
"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Sneaky Sneaky,2014-11-12,4.99,259410,Naiad Entertainment LLC,2014
"['Action', 'Adventure']",LEGO Batman 3: Beyond Gotham DLC: Man of Steel,2014-11-12,2.99,327170,"TT Games,Feral Interactive (Mac)",2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Foo Fighters - “Long Road to Ruin”,2014-11-18,2.99,258406,Ubisoft - San Francisco,2014
"['Action', 'Adventure']",LEGO Batman 3: Beyond Gotham DLC: Batman 75th Anniversary,2014-11-12,2.99,327171,"TT Games,Feral Interactive (Mac)",2014
['Strategy'],Company of Heroes 2 - Ardennes Assault,2014-11-17,19.99,317850,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2014
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Deadlands Reloaded: Blood Drive 3,2014-11-17,4.99,333520,"SmiteWorks USA, LLC",2014
"['Casual', 'Indie']",Inside The Gear Demo,2014-11-17,4.99,333310,Mykhail Konokh,2014
['Strategy'],Company of Heroes 2 - Ardennes Assault: Fox Company Rangers,2014-11-17,4.99,323230,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2014
"['Action', 'Adventure']",Far Cry® 4,2014-11-18,29.99,298110,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014
"['Action', 'Adventure']",Far Cry® 4 Season Pass,2014-11-17,29.99,324340,"Ubisoft Montreal, Red Storm, Shanghai, Toronto, Kiev",2014
['Simulation'],Ski-World Simulator,2014-11-18,9.99,273850,United Independent Entertainment GmbH,2014
"['Action', 'Indie']",The Blue Flamingo,2014-11-18,4.99,302010,Might and Delight,2014
['Simulation'],Cities in Motion: Soundtrack,2014-11-18,4.99,310040,Colossal Order Ltd.,2014
"['Adventure', 'Indie']",KEL Reaper of Entropy,2014-11-18,1.99,317950,Tavern Games,2014
"['Action', 'Adventure', 'Casual', 'Indie']",Never Alone (Kisima Ingitchuna),2014-11-18,14.99,295790,"Upper One Games,E-Line Media",2014
"['Simulation', 'Strategy']",Cities in Motion 2: Soundtrack,2014-11-18,4.99,310050,Colossal Order Ltd.,2014
['Adventure'],Escape Dead Island,2014-11-18,14.99,226560,Fatshark,2014
"['Action', 'Indie']",Solar Struggle,2014-11-18,5.99,330680,Z-Software,2014
"['Action', 'Adventure', 'RPG']",Adventure Time: The Secret Of The Nameless Kingdom,2014-11-18,4.99,298890,WayForward,2014
"['Action', 'Adventure', 'Casual', 'Free to Play', 'RPG', 'Strategy']",Gems of War - Puzzle RPG,2014-11-20,4.99,329110,Infinity Plus 2,2014
"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Counter Collection 4E Paragon 1,2014-11-17,7.99,333900,"SmiteWorks USA, LLC",2014
"['Indie', 'Strategy']",WARMACHINE: Tactics,2014-11-20,4.99,253510,WhiteMoon Dreams,2014
"['Action', 'Adventure', 'Indie']",Rock Zombie,2014-11-20,6.99,328640,Quaternion Studio,2014
['Indie'],Death Skid Marks Soundtrack,2014-11-20,2.99,326300,Studio Whisky Tango Inc.,2014
"['Casual', 'Indie']",Letter Quest: Grimm's Journey,2014-11-20,7.99,328730,Bacon Bandit Games,2014
"['Action', 'Indie', 'RPG']",Death Skid Marks,2014-11-20,9.99,326150,Studio Whisky Tango Inc.,2014
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",Celestial Command,2014-11-20,10.99,330460,"Romenics,Artaani,Riya",2014
"['Action', 'Adventure', 'Indie']",Passing Pineview Forest,2014-11-21,4.99,331120,VIS - Visual Imagination Software,2014
"['Racing', 'Simulation', 'Sports']",MotoGP™14 Compact,2014-11-21,9.99,321490,Milestone S.r.l.,2014
['Strategy'],Flashpoint Campaigns: Red Storm Player's Edition,2013-10-09,49.99,330720,On Target Simulations,2013
"['Adventure', 'Indie', 'Early Access']",Amazing Frog?,2014-11-20,15.99,332570,Fayju,2014
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities', 'Web Publishing']",AppGameKit: Easy Game Development,2014-11-21,79.99,325180,The Game Creators,2014
"['Casual', 'Indie', 'Simulation']",The Good Life,2012-11-02,9.99,293340,immersionFX,2012
"['Casual', 'Indie']",Inside The Gear,2014-11-21,4.99,333120,Mykhail Konokh,2014
"['Action', 'Indie', 'Simulation']",Kinetic Void,2014-11-21,19.99,227160,Badland Studio,2014
"['Action', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG']",Guns and Robots - Veteran Pack,2014-11-25,13.99,331890,Masthead Studios Ltd,2014
['Simulation'],Draft Day Sports Pro Basketball 4,2014-11-24,19.99,328870,Wolverine Studios,2014
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",Luna: Shattered Hearts: Episode 1,2014-11-24,2.99,331400,Daniel Gill,2014
"['Adventure', 'Casual']",Space Legends: At the Edge of the Universe,2014-07-25,9.99,328880,Red Hedgehog,2014
['Simulation'],Train Simulator: BR 6MT Clan Class Loco Add-On,2014-11-25,12.99,258641,Dovetail Games,2014
['Casual'],Brink of Consciousness: The Lonely Hearts Murders,2014-11-24,9.99,327370,MagicIndie,2014
"['Indie', 'RPG', 'Simulation', 'Strategy']",Craft The World,2014-11-24,18.99,248390,Dekovir Entertainment,2014
"['Animation &amp; Modeling', 'Design &amp; Illustration', 'Education', 'Software Training', 'Utilities']",Axis Game Factory's AGFPRO BattleMat Multi-Player DLC,2014-11-24,14.99,270942,Axis Game Factory,2014
"['Action', 'Indie']",Chivalry: Medieval Warfare and Chivalry: Deadliest Warrior - Soundtrack,2014-11-24,2.99,332240,Torn Banner Studios,2014
"['Adventure', 'Casual']",Midnight Mysteries: Witches of Abraham - Collector's Edition,2014-11-24,13.99,332810,Hot Lava,2014
"['Adventure', 'Casual', 'Simulation']",If My Heart Had Wings,2013-06-28,14.99,326480,MoeNovel,2013
"['Adventure', 'Indie', 'RPG']",Space Salvager Demo,2014-11-25,4.99,321010,Sam Albon,2014
"['Massively Multiplayer', 'RPG', 'Early Access']",Shroud of the Avatar: Forsaken Virtues,2014-11-24,39.99,326160,Portalarium,2014
['Adventure'],Haunted House: Cryptic Graves,2014-11-25,4.99,314850,Dreampainters Software,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Bullet For My Valentine - “Tears Don’t Fall”,2014-11-25,2.99,295051,Ubisoft - San Francisco,2014
['Action'],Alien: Isolation - Trauma,2014-12-02,7.99,282513,"Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",2014
"['Adventure', 'Indie']",Tesla Breaks the World Official Soundtrack,2014-11-26,4.99,334990,Archetype Global,2014
"['Action', 'Adventure']",Middle-earth: Shadow of Mordor - Berserks Warband,2014-12-02,1.99,318410,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)",2014
"['Adventure', 'Indie']",Tesla Breaks the World!,2014-11-26,9.99,314210,Archetype Global,2014
['Strategy'],Sid Meier's Civilization: Beyond Earth Exoplanets Map Pack,2014-11-26,2.99,304010,Firaxis Games,2014
['Simulation'],X-Plane 10 AddOn - Carenado - PA34 200T Seneca II,2014-11-27,24.99,325136,Carenado,2014
"['Indie', 'Early Access']",Atajrubah,2014-11-27,4.99,282960,NexyMedia,2014
"['Adventure', 'Strategy']",The Witcher Adventure Game,2014-11-27,9.99,303800,"CD PROJEKT RED,Can Explode",2014
"['Adventure', 'Indie', 'RPG']",Joe Dever's Lone Wolf HD Remastered,2014-11-27,14.99,279440,Forge Reply srl,2014
"['Indie', 'Strategy']",100% Orange Juice - Saki & Kyousuke Character Pack,2014-11-28,1.99,334080,Orange_Juice,2014
"['Action', 'Adventure', 'Indie']",Wings of Vi,2014-11-28,14.99,318530,Grynsoft,2014
['Racing'],Motorcycle Club,2014-11-28,9.99,303830,Kylotonn Entertainment,2014
['Simulation'],Mining Industry Simulator,2014-11-28,9.99,321660,Crafty Studios,2014
['Simulation'],Beach Resort Simulator,2014-11-28,9.99,331910,Earthworm Games,2014
['Simulation'],Train Simulator: N15 King Arthur Class ‘Sir Lamiel’ Loco Add-On,2014-12-04,19.99,258674,Dovetail Games,2014
"['Action', 'Indie', 'Strategy']",Sanctum 2: Original Soundtrack,2014-11-28,9.99,335370,Coffee Stain Studios,2014
"['Free to Play', 'Indie']",ULTRAWORLD EXODUS,2014-12-04,4.99,331580,Neon Serpent LLC,2014
"['Action', 'Casual', 'Indie']",Insanity's Blade,2014-12-05,5.99,334190,Causal Bit Games Inc.,2014
['Indie'],ULTRAWORLD + EXODUS Soundtrack,2014-12-04,4.99,333680,Neon Serpent LLC,2014
['Simulation'],Train Simulator: BR 266 Loco Add-On,2014-12-05,19.99,258671,Dovetail Games,2014
['Simulation'],Train Simulator: West Rhine: Köln - Koblenz Route Add-On,2014-12-05,19.99,277739,Dovetail Games,2014
"['Adventure', 'Indie']",Darkness Within 2: The Dark Lineage,2010-05-28,9.99,298950,Zoetrope Interactive,2010
"['Indie', 'RPG']",Mecha Ace Demo,2014-06-13,4.99,318340,Choice of Games,2014
"['Free to Play', 'Indie', 'Strategy']",Galcon 2: Galactic Conquest,2014-12-05,4.99,294160,"Hassey Enterprises, Inc.",2014
"['Indie', 'RPG']",Mecha Ace,2014-06-13,5.99,318330,Choice of Games,2014
"['Adventure', 'Casual']",Escape From Darkmoor Manor,2014-12-05,3.99,335740,Inertia Game Studios,2014
['Education'],Bin Weevils Arty Arcade,2014-07-04,5.99,322410,Alternative Software Ltd,2014
"['Action', 'Indie', 'Racing']",iO,2014-12-05,7.99,324070,Gamious,2014
"['Free to Play', 'Strategy']",Lambda Wars Beta,2014-12-05,4.99,270370,Vortal Storm,2014
"['Action', 'Casual', 'Indie']",Millie Demo,2014-12-05,4.99,337050,Forever Entertainment S. A.,2014
['Action'],Bet On Soldier,2005-09-26,7.99,335320,Kylotonn,2005
['Simulation'],Train Simulator: GWR Small Prairies Loco Add-On,2014-12-10,24.99,277753,Victory Works,2014
"['Adventure', 'Indie']",Elegy for a Dead World,2014-12-10,14.99,252290,"Dejobaan Games, LLC,Popcannibal",2014
"['Action', 'Adventure', 'RPG']",Gauntlet - Lilith the Necromancer Pack,2014-12-10,4.99,335510,Arrowhead Game Studios,2014
"['Action', 'Adventure', 'Casual', 'Indie']",JUJU,2014-12-10,19.99,300840,Flying Wild Hog,2014
"['Casual', 'Indie']",Prelogate,2014-12-10,3.99,332830,blamedrop,2014
"['Action', 'Adventure', 'Indie']",Rock Boshers DX: Directors Cut,2014-12-10,6.99,298790,Tikipod Ltd,2014
"['Action', 'Free to Play', 'Indie']",Rexaura,2014-12-10,4.99,317790,Benjamin Bryant,2014
"['Action', 'Indie']",POP: Methodology Experiment One,2012-05-10,3.99,305800,Rob Lach,2012
"['Action', 'Adventure', 'Indie', 'Racing']",POP: Methodology Experiment One - Game of The Saeculum Edition DLC,2014-12-10,0.99,316070,Rob Lach,2014
"['Action', 'Adventure', 'Indie', 'Racing']",POP: Methodology Experiment One - OST,2012-05-12,3.99,336320,Rob Lach,2012
"['Casual', 'Strategy']",Fritz for Fun 13,2013-08-12,19.99,328890,Chessbase,2013
"['Action', 'Strategy']",Battle of Empires : 1914-1918 - Editor,2014-12-10,4.99,334810,Great War Team,2014
"['Action', 'Strategy']",Battle of Empires : 1914-1918 - French campaign,2014-12-10,4.99,333400,Great War Team,2014
"['Action', 'Adventure', 'Simulation']",Enforcer: Original Soundtrack,2014-12-10,4.99,334580,Odin Game Studio,2014
"['Indie', 'Simulation', 'Strategy']",Influent DLC - Português [Learn European Portuguese],2014-12-12,4.99,297842,Rob Howland,2014
"['Casual', 'Indie']",Letter Quest: Grimm's Journey Demo,2014-12-10,4.99,337310,Bacon Bandit Games,2014
['RPG'],FINAL FANTASY® XIII-2,2014-12-11,19.99,292140,Square Enix,2014
"['Action', 'Adventure', 'Casual', 'Indie']",Final Dusk,2014-12-12,2.99,337420,Light Echo,2014
"['Action', 'Adventure', 'Indie', 'RPG']",bit Dungeon II,2014-12-15,3.99,331440,KintoGames,2014
"['Action', 'Indie', 'RPG']",Tkl Online Demo,2014-12-15,4.99,337710,KURONEKO SOFT,2014
"['Indie', 'Strategy']",SunAge: Battle for Elysium,2014-12-15,14.99,318650,vertex4 entertainment ltd.,2014
"['Adventure', 'Indie', 'RPG']",LISA,2014-12-15,9.99,335670,Dingaling,2014
"['Adventure', 'Indie', 'RPG', 'Early Access']",Journey of the King,2016-12-31,1.99,327960,DigitalWorldEntertainment,2016
['Action'],Depth - SDK,2014-12-15,4.99,335640,Digital Confectioners,2014
"['Indie', 'RPG', 'Strategy']",Town of Salem,2014-12-15,4.99,334230,BlankMediaGames,2014
"['Action', 'Indie']",National Zombie Park,2014-12-15,7.99,332780,Paper Games,2014
['Indie'],Metrocide,2014-10-20,12.99,313130,Flat Earth Games,2014
"['Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",FRONTIERS,2014-12-15,14.99,293480,AAD Productions,2014
"['Adventure', 'Indie', 'RPG']",LISA: Original Soundtrack + Art Collection,2014-12-10,6.99,336370,Widdly 2 Diddly,2014
['Utilities'],Actual Multiple Monitors,2016-02-04,24.99,241680,Actual Tools,2016
"['Casual', 'Simulation']",Rocksmith® 2014 – Jimi Hendrix Song Pack I,2014-12-16,7.99,295073,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Jimi Hendrix - “Manic Depression”,2014-12-16,2.99,295072,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Jimi Hendrix - “Bold As Love”,2014-12-16,2.99,295075,Ubisoft - San Francisco,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Jimi Hendrix - “Foxey Lady”,2014-12-16,2.99,295074,Ubisoft - San Francisco,2014
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Strategy']",SanctuaryRPG: Black Edition Demo,2014-04-29,4.99,338490,Black Shell Games,2014
"['Casual', 'Simulation']",Rocksmith® 2014 – Jimi Hendrix - “Castles Made Of Sand”,2014-12-16,2.99,295076,Ubisoft - San Francisco,2014
['Strategy'],Graviteam Tactics: Hi-Res Textures,2014-12-16,14.99,336851,Graviteam,2014
['Strategy'],Graviteam Tactics: Krasnaya Polyana 1943,2014-12-16,16.99,336850,Graviteam,2014
['Action'],USFIV: Shoryuken Wild Pack,2014-12-16,3.99,331350,Capcom,2014
['Action'],USFIV: Brawler Wild Pack,2014-12-16,3.99,331351,Capcom,2014
['Action'],USFIV: Classic Wild Pack,2014-12-16,3.99,331353,Capcom,2014
['Action'],USFIV: Shadaloo Wild Pack,2014-12-16,3.99,331352,Capcom,2014
['Action'],USFIV: Femme Fatale Wild Pack,2014-12-16,3.99,331354,Capcom,2014
['Action'],USFIV: Challengers Wild Pack 2,2014-12-16,3.99,331356,Capcom,2014
['Action'],USFIV: Challengers Wild Pack 1,2014-12-16,3.99,331355,Capcom,2014
"['Action', 'Indie']",Dead Effect,2014-12-17,4.99,286040,"BadFly Interactive, a.s.",2014
['Simulation'],World Of Leaders,2014-12-15,4.99,335050,Eversim,2014
"['Action', 'Adventure', 'RPG', 'Early Access']",Mission Control: NanoMech,2014-12-17,8.99,338030,WisdomTools,2014
['Simulation'],World Of Leaders - Premium Pack,2014-12-17,19.99,338240,Eversim,2014
['Simulation'],World Of Leaders - Starter Pack,2014-12-17,9.99,338230,Eversim,2014
"['Action', 'Adventure', 'Free to Play', 'Indie']",Fork Parker's Holiday Profit Hike,2014-12-18,4.99,339120,Dodge Roll,2014
"['Action', 'Adventure']",METAL GEAR SOLID V: GROUND ZEROES,2014-12-18,19.99,311340,Kojima Productions,2014
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",SpeedRunners,2016-04-19,14.99,207140,DoubleDutch Games,2016
['Simulation'],Train Simulator: Miami - West Palm Beach Route Add-On,2014-12-18,39.99,277752,Dovetail Games,2014
"['Adventure', 'Casual', 'Indie']",Verde Station,2014-09-26,4.99,324120,Duelboot,2014
"['Indie', 'Massively Multiplayer', 'Simulation', 'Strategy']",Gates of Horizon,2014-12-18,9.99,334290,Hex Keep,2014
"['Action', 'Free to Play', 'Early Access']",BLOCKADE 3D,2014-11-05,4.99,302830,Shumkov Dmitriy,2014
"['Action', 'Adventure', 'Indie']",Do Not Fall,2014-12-18,9.99,333130,XPEC Entertainment Inc.,2014
"['Action', 'Adventure', 'Indie']",I Will Escape,2014-12-22,0.99,324240,Blue Label Studio,2014
"['Indie', 'RPG']",Choice of Robots,2014-12-19,9.99,339350,Choice of Games,2014
"['Action', 'Adventure', 'Strategy']",Antisquad: Tasks in Mexico - The Beginning. Tactics FREE DLC,2014-12-22,4.99,335981,InsGames,2014
"['Action', 'Adventure', 'Strategy']",Antisquad: Tasks in Mexico - Final. Tactics DLC,2014-12-22,0.99,335982,InsGames,2014
"['Indie', 'RPG']",Psy High,2014-12-12,6.99,339510,Choice of Games,2014
"['Indie', 'RPG']",Psy High Demo,2014-12-12,4.99,339520,Choice of Games,2014
"['Action', 'Indie']",Geometry Dash,2014-12-22,3.99,322170,RobTop Games,2014
"['Adventure', 'Casual']",Pilot Brothers 2,2014-12-31,4.99,336770,1C Wireless,2014
"['Adventure', 'Casual', 'Indie']",Catmouth Island,2014-12-31,0.99,336380,Colonthree Enterprises,2014
['Utilities'],"Dimmdrive :: Gaming Ramdrive @ 10,000+ MB/s",2015-01-01,19.99,337070,Dimmdrive Inc.,2015
"['Indie', 'Strategy']",Shadows of War,2014-09-19,2.99,340220,TRI.G,2014
"['Casual', 'Indie', 'Strategy']",Fake Colours,2015-01-01,2.99,334300,"Forthright Casual Games,Beyond-Limits-Games",2015
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",WolfWars,2015-01-02,4.99,340570,Peter Hrdy,2015
"['Action', 'Indie']",Dr.Green,2015-01-02,2.99,340290,Johan Aronsson,2015
"['Action', 'Indie']",Vintage Year,2015-01-02,2.99,333760,Nooner Bear Studio,2015
"['Indie', 'Simulation', 'Strategy']",The Race for the White House,2015-01-02,14.99,338590,Eversim,2015
['Simulation'],X-Plane 10 AddOn - Carenado - C185F Skywagon,2015-01-05,34.99,325138,Carenado,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Linkin Park - “What I’ve Done”,2015-01-06,2.99,295092,Ubisoft - San Francisco,2015
"['Casual', 'Simulation']",Rocksmith® 2014 – Linkin Park Song Pack,2015-01-06,13.99,295093,Ubisoft - San Francisco,2015
"['Adventure', 'Casual', 'Indie']",Dreaming Sarah OST,2015-01-06,4.99,321990,"Andre Chagas Silva,Anthony Septim",2015
"['Action', 'Adventure', 'Strategy']",Antisquad: Tasks near the coast of Somalia. Tactics DLC,2015-01-07,0.99,335991,InsGames,2015
"['Action', 'Casual', 'Indie']",Castle,2015-01-07,4.99,339290,Snails Animation,2015
"['Action', 'Adventure', 'Strategy']",Antisquad: Tasks in North Korea. Tactics DLC,2015-01-07,0.99,335990,InsGames,2015
['Simulation'],ATLAS レジェンドパック,2015-01-08,24.99,338090,ARTDINK,2015
"['Adventure', 'Casual', 'Indie', 'RPG']",Ostrich Island,2015-01-08,4.99,337270,MeDungeon Ltd.,2015
"['Adventure', 'Casual']",Adventures of Robinson Crusoe,2015-01-09,9.99,334470,MagicIndie,2015
"['Action', 'Indie', 'Simulation', 'Strategy']",Mechs & Mercs: Black Talons,2015-01-09,9.99,273960,Camel 101,2015
"['Casual', 'Indie', 'Strategy']",Urja,2015-01-09,9.99,338710,Breaking Fourth,2015
"['Adventure', 'Casual', 'Indie']",Teddy Floppy Ear - Mountain Adventure,2015-01-09,4.99,340300,Forever Entertainment S. A.,2015
['Indie'],Unhack Demo,2014-02-20,4.99,340890,InvertMouse,2014
['Simulation'],Su-27: The Ultimate Argument Campaign,2015-01-12,9.99,316963,Eagle Dynamics,2015
"['Adventure', 'Indie']",Countless Rooms of Death,2014-02-20,0.99,341380,HCP Games,2014
"['Action', 'Adventure', 'Indie']",Squirreltopia,2015-01-12,2.99,334690,Sean Davy,2015
"['Action', 'Adventure']",Lara Croft and the Temple of Osiris - Icy Death Pack,2015-01-13,4.99,318874,Crystal Dynamics,2015
"['Action', 'Adventure']",Lara Croft and the Temple of Osiris - Legend Pack,2015-01-13,1.99,318872,Crystal Dynamics,2015
"['Action', 'Adventure']",Lara Croft and the Temple of Osiris - Deus Ex Pack,2015-01-13,1.99,318870,Crystal Dynamics,2015
"['Action', 'Indie']",Disorder,2015-01-12,3.99,322080,Swagabyte Games,2015
"['Action', 'Adventure']",Lara Croft and the Temple of Osiris - Hitman Pack,2015-01-13,1.99,318871,Crystal Dynamics,2015
"['Action', 'Sports']",FreakOut: Extreme Freeride,2007-08-28,9.99,304540,Coldwood Interactive,2007
"['Adventure', 'Indie', 'RPG', 'Strategy']",Avernum 2: Crystal Souls,2015-01-14,19.99,337850,Spiderweb Software,2015
"['Action', 'Indie']",Gunslugs 2,2015-01-14,4.99,340750,Orangepixel,2015
['Simulation'],Train Simulator: CrossCountry Class 220 'Voyager' DEMU Add-On,2015-01-15,19.99,258679,Dovetail Games,2015
"['Adventure', 'Casual', 'Indie']",Tengami,2015-01-15,4.99,299680,Nyamyam,2015
"['Casual', 'Indie']",But to Paint a Universe,2015-01-15,4.99,335220,Mårten Jonsson,2015
"['Action', 'Adventure', 'Indie']",TRISTOY,2015-01-15,6.99,303260,Uniworlds Game Studios,2015
['Indie'],Crystal Catacombs,2015-01-15,7.99,325880,"Levels or Lives,Super Fun Games",2015
"['Adventure', 'Casual']",Witch's Pranks: Frog's Fortune Collector's Edition,2014-05-07,6.99,342630,Shaman Games Studio,2014
