,user_id,posted,item_id,recommend,year_posted,sentiment_analysis
11556,Hugenanagugu2,31-10-2014,218620,True,2014,0
11558,76561198011493875,23-08-2013,49520,True,2013,2
11559,76561198011493875,20-05-2011,105600,True,2011,2
11560,76561198011493875,07-12-2010,4000,True,2010,2
11561,76561198011493875,30-12-2011,1250,True,2011,1
11562,76561198056652803,02-08-2014,237930,True,2014,2
11564,ElectroSpeed,20-02-2015,440,True,2015,2
11565,localadelaideman,13-10-2015,570,False,2015,0
11566,localadelaideman,22-01-2014,244850,True,2014,2
11567,76561198060319088,15-02-2014,1840,True,2014,2
11568,76561198060319088,31-05-2014,70,True,2014,2
11569,76561198060319088,31-05-2014,265630,True,2014,2
11570,elektro_haus,04-08-2014,730,True,2014,2
11573,elektro_haus,30-11-2015,245170,True,2015,2
11574,elektro_haus,11-07-2014,264200,True,2014,0
11575,elektro_haus,29-11-2013,1250,True,2013,2
11576,elektro_haus,28-11-2013,246580,True,2013,0
11577,76561198060785575,28-01-2014,252490,True,2014,2
11578,76561198060785575,22-01-2015,4000,True,2015,2
11579,76561198060785575,29-09-2012,57300,True,2012,2
11580,elgerjp,26-12-2015,222880,True,2015,2
11581,elind21,30-05-2014,243470,True,2014,2
11582,elind21,01-11-2013,220200,True,2013,1
11584,Elk160,13-04-2014,440,True,2014,1
11585,Elk160,19-12-2014,8930,True,2014,1
11586,Elk160,12-09-2014,242920,True,2014,2
11587,Elk160,13-04-2014,206190,True,2014,2
11588,Elk160,13-04-2014,105600,True,2014,2
11589,Elk160,08-09-2014,221640,True,2014,2
11590,Elk160,17-08-2014,304930,True,2014,2
11591,Elk160,20-06-2014,65300,True,2014,2
11593,elkpodeush,23-07-2015,224260,True,2015,0
11595,elkpodeush,19-10-2014,24240,True,2014,0
11596,Elkurr,17-07-2014,48000,True,2014,1
11599,76561197973337386,27-12-2011,61500,True,2011,2
11600,76561198076357381,23-08-2014,238960,True,2014,1
11601,elrims,07-02-2015,319630,True,2015,2
11604,elrims,04-12-2015,322330,True,2015,0
11605,elrims,19-05-2014,246620,True,2014,2
11606,Elt0r,30-05-2015,271590,True,2015,1
11608,marshythemarshmallowman,31-08-2015,264710,True,2015,0
11610,Boracks,13-12-2013,207230,True,2013,1
11611,76561198071534186,11-01-2014,216150,True,2014,2
11612,76561198071534186,19-10-2015,237310,True,2015,2
11613,76561198045272489,12-02-2014,6060,True,2014,2
11614,Ember1654,01-07-2014,200210,True,2014,2
11615,Ember1654,01-07-2014,18500,True,2014,2
11616,Ember1654,01-07-2014,238460,True,2014,2
11617,Ember1654,01-07-2014,107100,True,2014,2
11618,76561198049440934,02-08-2015,268650,True,2015,2
11619,76561198088869440,22-02-2015,346250,True,2015,1
11620,76561198011526765,18-02-2014,252490,True,2014,2
11622,EmperorFaiz,24-11-2014,269450,True,2014,2
11623,EmperorFaiz,21-01-2015,206420,True,2015,2
11624,emporer88,19-04-2015,233250,True,2015,0
11625,emporer88,19-02-2015,244850,True,2015,1
11626,emporer88,04-11-2015,375910,False,2015,2
11627,emporer88,29-06-2014,245620,True,2014,2
11629,mting4,21-11-2015,232090,True,2015,2
11630,76561198040378347,28-12-2013,570,True,2013,2
11631,76561198065344627,27-10-2015,109600,True,2015,2
11632,76561198065344627,04-12-2015,250320,True,2015,2
11633,76561198065344627,26-10-2015,204360,True,2015,2
11634,76561198065344627,10-06-2015,250760,True,2015,2
11635,76561198065344627,12-12-2013,49520,True,2013,2
11636,EngesDesTodes,29-06-2014,4000,True,2014,2
11637,EngesDesTodes,05-12-2013,440,True,2013,2
11638,whoisENIGMA,27-07-2014,730,True,2014,0
11639,whoisENIGMA,31-08-2015,252490,True,2015,1
11640,whoisENIGMA,28-06-2014,220240,True,2014,0
11641,whoisENIGMA,22-06-2014,49520,True,2014,2
11642,76561198112984906,06-07-2014,220240,True,2014,2
11644,Enska,29-10-2015,208650,False,2015,2
11645,76561198053524100,01-04-2015,206500,False,2015,1
11646,epicbudgie,04-11-2015,319630,True,2015,2
11647,epicbudgie,28-11-2015,359320,True,2015,2
11648,epicbudgie,03-02-2014,8190,True,2014,2
11649,CaptainCrytec,23-10-2015,230410,True,2015,2
11650,CaptainCrytec,17-08-2015,232090,True,2015,1
11651,CaptainCrytec,26-12-2013,4000,True,2013,2
11652,CaptainCrytec,23-06-2013,218230,True,2013,2
11653,epiclyralphy,17-07-2015,346110,True,2015,2
11655,76561198094065803,04-04-2015,311400,False,2015,2
11656,76561198094065803,31-01-2015,298630,True,2015,1
11658,76561198094065803,29-12-2015,55230,True,2015,1
11659,youareverygay,28-11-2014,248570,True,2014,2
11660,epicsnail1996,09-01-2014,251570,False,2014,1
11661,epicsnail1996,18-09-2015,367580,True,2015,2
11664,doyouwantorp,27-10-2014,319510,True,2014,0
11665,doyouwantorp,09-02-2015,332800,True,2015,1
11666,doyouwantorp,27-07-2015,388090,True,2015,1
11668,Eralus,31-05-2015,361800,True,2015,2
11669,76561198096686903,29-11-2013,440,True,2013,2
11670,holy_angel_of_death,19-06-2014,8930,True,2014,2
11671,radiusstep,06-09-2014,304930,True,2014,0
11672,76561197971124277,08-06-2014,217140,False,2014,2
11673,76561197971124277,31-10-2014,265300,False,2014,2
11674,76561198052272007,07-11-2015,311210,True,2015,2
11675,76561198052272007,31-07-2015,333930,True,2015,2
11676,escapetradingprofile,13-05-2014,730,True,2014,0
11677,76561198048432706,08-11-2014,247304,False,2014,0
11678,76561198048432706,23-01-2015,301910,True,2015,2
11679,76561198048432706,16-04-2014,4000,True,2014,2
11680,esem88,04-12-2013,4920,True,2013,2
11681,esem88,28-12-2013,4000,True,2013,2
11682,esem88,11-12-2013,220240,True,2013,2
11684,76561198095949314,04-11-2014,250900,True,2014,2
11685,76561198095949314,01-02-2014,113200,True,2014,2
11686,12DeAgostoAs12HRSe26MIN,23-09-2013,440,True,2013,1
11687,12DeAgostoAs12HRSe26MIN,21-07-2015,230410,True,2015,2
11689,AlastorSeah,12-08-2014,207350,True,2014,2
11690,AlastorSeah,16-07-2014,35450,True,2014,2
11693,Esvada,24-05-2013,570,True,2013,2
11694,DEx-XYZ,14-09-2014,304930,True,2014,2
11695,DEx-XYZ,30-12-2013,550,True,2013,2
11696,EDeSpAiR21,19-09-2013,20570,True,2013,2
11697,eternalblast,10-01-2014,244850,True,2014,2
11698,eterna_amn,12-07-2013,8190,True,2013,0
11699,76561198070692098,20-11-2015,242760,True,2015,0
11701,TempestNZ,05-07-2014,204880,True,2014,0
11702,TempestNZ,23-06-2014,289340,False,2014,2
11703,ethreneral,21-06-2014,214950,True,2014,2
11704,Etoka,03-10-2014,42890,True,2014,2
11705,Etoka,03-10-2014,290080,True,2014,2
11706,Etoka,02-01-2014,204880,True,2014,2
11707,ETomb,27-05-2015,238370,True,2015,0
11708,luizturazzi,20-01-2014,206420,True,2014,1
11709,Pinguinbeta18,14-06-2015,113200,True,2015,1
11710,Pinguinbeta18,29-12-2014,440,True,2014,0
11712,Eudanil,21-12-2013,222730,True,2013,2
11713,Eudanil,13-07-2012,72850,True,2012,2
11720,Tropic_Thunder_,07-03-2014,4000,True,2014,2
11721,Tropic_Thunder_,25-07-2015,248570,False,2015,0
11722,Tropic_Thunder_,07-01-2015,304930,True,2015,2
11723,76561198015083155,23-12-2014,219740,True,2014,0
11725,Everae,28-05-2013,221790,True,2013,2
11726,Everae,02-02-2013,3830,True,2013,2
11727,Everae,30-01-2013,221360,True,2013,0
11728,Everae,06-01-2013,107100,True,2013,2
11729,Everae,13-10-2012,212500,True,2012,2
11730,Everae,22-07-2012,212220,True,2012,0
11731,Everae,09-07-2012,200210,True,2012,2
11732,Everae,09-07-2012,104700,True,2012,2
11733,Everae,09-07-2012,212180,True,2012,2
11734,BitchIAmGod,23-06-2014,218620,True,2014,2
11735,BitchIAmGod,08-02-2015,730,False,2015,0
11736,BitchIAmGod,16-05-2014,4000,True,2014,2
11737,76561198062630600,17-11-2014,289650,True,2014,0
11738,Eviloverlord1987BC,24-03-2014,283880,True,2014,2
11739,Eviloverlord1987BC,21-07-2014,220200,True,2014,2
11740,76561198102826090,21-03-2015,730,True,2015,2
11741,76561198080634902,02-12-2015,274170,True,2015,2
11742,evilkenshin,12-12-2013,237630,True,2013,2
11743,76561198088356010,21-08-2014,440,True,2014,2
11745,76561197981374310,13-10-2012,200510,True,2012,2
11746,76561197970532600,29-08-2015,388520,False,2015,1
11748,Exhilaration,01-05-2012,440,True,2012,2
11751,76561198128996717,23-01-2015,313120,True,2015,2
11752,76561198128996717,13-12-2014,730,True,2014,2
11753,chroniclescreation,02-01-2015,218620,True,2015,2
11754,chroniclescreation,15-03-2014,730,True,2014,0
11755,Exodus20010,29-12-2013,550,True,2013,2
11756,fam4,22-06-2014,730,True,2014,2
11757,fam4,10-10-2015,218620,True,2015,2
11759,Externalz,19-07-2015,730,True,2015,2
11760,Externalz,15-08-2014,218230,True,2014,2
11762,ExtraSpicySauce,05-04-2014,219640,True,2014,2
11763,chrisread672,13-01-2015,289650,True,2015,2
11765,Ezenthar,24-12-2013,212680,True,2013,2
11766,Ezenthar,27-02-2013,22380,True,2013,2
11767,Ezenthar,29-12-2013,211820,True,2013,2
11768,gaynurds,29-11-2013,256410,True,2013,2
11769,faffandtheworldfaffswithyou,06-09-2015,234140,True,2015,0
11770,faffandtheworldfaffswithyou,19-10-2015,319630,True,2015,2
11771,faffandtheworldfaffswithyou,17-01-2015,218620,True,2015,2
11772,faffandtheworldfaffswithyou,03-01-2015,204100,True,2015,0
11773,faffandtheworldfaffswithyou,01-07-2014,24240,True,2014,2
11774,faffandtheworldfaffswithyou,10-05-2014,202170,True,2014,2
11780,fab032,31-10-2014,227940,True,2014,2
11781,fab032,01-09-2014,107410,True,2014,2
11782,feechdoingwork,10-03-2015,440,True,2015,2
11783,minecraftmodder,24-07-2014,4000,True,2014,2
11784,LucasArthur,09-03-2015,227680,False,2015,0
11785,LucasArthur,19-01-2014,221380,True,2014,2
11786,LucasArthur,06-11-2013,48240,True,2013,2
11787,LucasArthur,02-04-2015,91333,True,2015,2
11788,LucasArthur,15-06-2013,231430,True,2013,1
11789,LucasArthur,11-01-2013,48700,True,2013,2
11790,LucasArthur,02-06-2012,22600,True,2012,2
11791,76561198098358388,04-11-2014,570,True,2014,1
11792,76561198098358388,21-07-2014,1250,True,2014,2
11793,76561198098358388,25-01-2014,440,True,2014,2
11794,dogrider,03-06-2014,243870,True,2014,0
11795,dogrider,12-12-2013,570,True,2013,2
11796,dogrider,05-12-2014,230410,True,2014,0
11797,dogrider,02-11-2015,352460,True,2015,2
11806,76561198060177221,01-12-2015,45100,False,2015,1
11807,76561198060177221,10-11-2015,228260,False,2015,2
11809,breadedaustralia,14-06-2014,242760,True,2014,2
11811,breadedaustralia,21-11-2014,261640,False,2014,2
11813,breadedaustralia,28-12-2014,209650,False,2014,2
11814,breadedaustralia,13-06-2014,108600,True,2014,2
11815,breadedaustralia,13-02-2014,440,True,2014,0
11816,breadedaustralia,15-12-2012,219740,True,2012,2
11817,digitalgateway777,26-05-2015,730,True,2015,2
11820,Faawks,24-04-2014,236150,True,2014,2
11821,Faawks,02-09-2015,234140,True,2015,1
11822,Faawks,14-04-2014,6910,True,2014,2
11823,Faawks,14-04-2014,270850,True,2014,0
11834,fabledhyperdrive,10-04-2014,211820,True,2014,1
11835,fabledhyperdrive,13-02-2014,248550,True,2014,2
11836,bigchillkid,06-12-2015,393420,True,2015,1
11839,76561198090604018,14-03-2014,440,True,2014,1
11841,FadedTemplar,22-02-2014,220050,False,2014,2
11842,FadedTemplar,16-03-2013,203160,True,2013,2
11843,FadedTemplar,27-12-2012,207610,True,2012,2
11844,FadedTemplar,13-07-2012,200010,True,2012,2
11845,FadedTemplar,27-12-2011,72850,True,2011,2
11846,FadedTemplar,09-07-2011,620,True,2011,2
11847,FadedTemplar,14-02-2011,8500,True,2011,2
11848,FadedTemplar,28-12-2010,70400,True,2010,2
11849,FadedTemplar,12-12-2010,1250,True,2010,2
11850,76561198032428003,07-03-2014,239160,True,2014,1
11851,Ifuckedmycompanioncube,17-08-2014,33230,True,2014,1
11852,Ifuckedmycompanioncube,11-06-2014,236730,True,2014,2
11853,Ifuckedmycompanioncube,15-05-2014,41100,False,2014,2
11854,Ifuckedmycompanioncube,25-04-2014,400,True,2014,2
11855,Ifuckedmycompanioncube,11-04-2014,265770,False,2014,0
11856,Ifuckedmycompanioncube,10-04-2014,4000,True,2014,2
11857,Ifuckedmycompanioncube,09-04-2014,245550,True,2014,2
11858,Ifuckedmycompanioncube,05-12-2013,72850,False,2013,2
11859,FahRockZa,22-07-2014,304930,True,2014,0
11860,failninja1,01-03-2014,221100,True,2014,2
11861,gramedota,02-09-2014,570,True,2014,2
11862,oishigreenteaisaverynicedrink,07-12-2013,209870,True,2013,2
11863,oishigreenteaisaverynicedrink,02-12-2013,234710,True,2013,2
11864,FALL3NAngel,01-02-2014,208090,True,2014,2
11866,FALL3NAngel,30-08-2014,319130,True,2014,2
11867,ManFallout,27-04-2014,17410,True,2014,2
11868,ManFallout,13-11-2015,265930,False,2015,2
11869,76561198076307555,19-06-2015,22370,True,2015,2
11871,Wharbagarble,13-10-2015,391540,True,2015,2
11872,Wharbagarble,18-04-2013,104700,True,2013,1
11873,Wharbagarble,14-03-2013,440,True,2013,2
11874,76561197965059579,23-09-2014,230410,True,2014,1
11875,76561198061001172,06-03-2015,348090,True,2015,2
11876,76561198061001172,29-06-2014,264200,True,2014,2
11877,76561198061001172,05-09-2012,440,True,2012,2
11878,76561198083453517,03-02-2014,208090,False,2014,0
11879,Deathomega313,24-12-2013,570,True,2013,1
11880,fantomexican,08-09-2014,7670,True,2014,1
11881,fantomexican,08-09-2014,211400,True,2014,2
11882,76561198077199736,22-06-2014,230410,True,2014,1
11883,76561197987394736,31-03-2015,207610,True,2015,2
11884,76561197987394736,31-03-2015,730,True,2015,0
11885,76561197987394736,31-03-2015,48240,True,2015,2
11886,76561197987394736,16-11-2014,70000,False,2014,0
11889,farsight87,24-08-2014,570,True,2014,2
11891,Billy_The_Dog,18-06-2015,730,True,2015,2
11892,fastik4321,09-12-2013,4000,True,2013,2
11893,FatChicken420,13-08-2015,319630,True,2015,1
11894,FatChicken420,03-02-2015,440,True,2015,2
11895,FatChicken420,01-02-2015,265630,True,2015,2
11896,FatChicken420,09-12-2014,220,True,2014,2
11898,feemdeusenosirmao,21-04-2015,730,True,2015,1
11900,76561198093380344,20-02-2014,238010,True,2014,2
11901,fatkings,16-03-2013,42910,True,2013,1
11902,fatkings,16-03-2013,550,True,2013,1
11903,76561198041749839,29-03-2015,39210,True,2015,2
11905,bbcsfaul,03-02-2015,730,True,2015,2
11908,76561198077794867,30-11-2013,440,True,2013,2
11909,76561198066375702,29-03-2014,239030,True,2014,2
11910,EthoXGaming,08-11-2014,24240,True,2014,2
11911,EthoXGaming,01-05-2015,312990,True,2015,2
11912,EthoXGaming,11-09-2015,243870,False,2015,1
11913,EthoXGaming,02-04-2015,304930,True,2015,2
11920,76561197971077817,13-12-2013,9200,True,2013,2
11921,fazz,14-10-2014,20,True,2014,2
11922,nene_oficial,15-12-2015,252490,True,2015,0
11923,nene_oficial,17-10-2015,730,True,2015,0
11930,76561198011735059,11-02-2013,440,True,2013,1
11931,76561198011735059,29-11-2013,206420,True,2013,2
11932,76561198011735059,10-07-2012,212180,True,2012,0
11934,federige,11-10-2015,252490,False,2015,1
11935,federige,28-11-2013,91310,True,2013,2
11936,76561198049506705,15-08-2014,211420,True,2014,0
11937,76561198049506705,15-02-2015,12900,True,2015,2
11939,Johnnyfuckingwonny,07-05-2015,301520,True,2015,2
11942,76561198085571748,13-09-2015,223710,False,2015,0
11944,76561198085571748,26-09-2015,261980,False,2015,0
11945,76561198085571748,28-07-2015,70,True,2015,2
11946,76561198085571748,28-12-2013,224260,False,2013,2
11948,76561198050582418,27-02-2014,220860,True,2014,1
11949,choprang,14-09-2014,570,True,2014,2
11950,choprang,16-09-2014,230410,True,2014,1
11952,76561198057540371,23-10-2014,72850,False,2014,1
11953,76561198057540371,23-10-2014,65980,True,2014,1
11954,Flashfennec,31-05-2014,243870,True,2014,1
11955,Flashfennec,24-09-2015,383080,True,2015,1
11956,AzzCat95,06-07-2014,225080,True,2014,2
11957,FestiveDuckGaming,13-07-2015,289950,True,2015,1
11959,ITS-A-FIDO,01-12-2013,620,True,2013,1
11960,ITS-A-FIDO,11-12-2014,6060,True,2014,1
11961,FieryWolf29,18-01-2014,219890,True,2014,2
11963,FieryWolf29,28-12-2015,391540,True,2015,2
11967,FiggidyJiggidy,25-10-2013,43160,True,2013,2
11968,FiggidyJiggidy,04-09-2012,113420,True,2012,2
11969,76561198059849113,03-12-2015,730,True,2015,2
11970,76561198093816684,23-01-2015,304930,True,2015,0
11971,76561198079316104,17-03-2015,218620,True,2015,0
11972,76561198079316104,21-04-2014,440,True,2014,2
11973,76561198090110632,06-10-2013,113200,True,2013,2
11974,thisisTAYZ,27-06-2014,570,True,2014,0
11975,thisisTAYZ,03-08-2014,304930,True,2014,0
11976,76561198078144206,20-01-2014,259080,True,2014,2
11977,Findoogle,15-11-2014,296470,True,2014,1
11978,Findoogle,15-11-2014,208090,True,2014,0
11979,Findoogle,15-11-2014,550,True,2014,2
11980,Findoogle,15-11-2014,250260,True,2014,1
11981,Findoogle,15-11-2014,4000,True,2014,1
11982,Findoogle,15-11-2014,319510,True,2014,1
11983,Findoogle,15-11-2014,22330,True,2014,2
11984,Findoogle,15-11-2014,45740,True,2014,2
11985,Findoogle,15-11-2014,240,True,2014,2
11986,Findoogle,15-11-2014,257750,True,2014,0
11987,Nightmare3456,05-12-2014,313340,True,2014,2
11988,finnix17,28-01-2014,232010,True,2014,2
11989,finnix17,27-08-2014,440,True,2014,0
11990,killthewildlife,11-01-2015,107410,True,2015,0
11991,FireBathz,28-06-2014,244850,True,2014,2
11992,76561198079354308,05-09-2015,730,True,2015,2
11994,76561198059743525,04-04-2014,212680,True,2014,2
11995,76561198059743525,21-12-2013,105450,True,2013,2
11996,76561198059743525,16-07-2013,8930,True,2013,2
11997,76561198059743525,10-06-2013,221380,True,2013,2
11998,76561198012424984,29-11-2014,4000,False,2014,2
11999,FireHalo,15-04-2014,243870,True,2014,0
12000,FireHalo,08-07-2015,730,True,2015,1
12001,FireHalo,09-02-2014,230410,True,2014,2
12002,76561198064195918,14-10-2015,730,True,2015,2
12003,firestarter2001,17-12-2013,48240,True,2013,2
12004,firestarter2001,08-08-2014,301520,True,2014,2
12005,firestarter2001,08-06-2014,242760,True,2014,2
12006,firnin_hanks,18-09-2015,271590,True,2015,1
12007,firnin_hanks,21-03-2014,570,True,2014,2
12008,firnin_hanks,28-11-2015,218620,True,2015,0
12010,mfsdb,31-01-2014,221100,False,2014,1
12011,76561198075473858,30-11-2013,226700,True,2013,1
12013,bails121,06-12-2014,289950,True,2014,2
12014,bails121,04-08-2012,4000,True,2012,2
12015,FEEEEESH,28-04-2015,322170,True,2015,0
12016,unaffected,26-11-2013,209160,True,2013,2
12017,76561198071559369,12-02-2015,231430,True,2015,2
12018,fissuretf2,31-03-2015,440,True,2015,2
12019,76561198086945652,09-05-2014,72850,True,2014,1
12020,76561198032750680,29-11-2014,332800,True,2014,2
12021,76561198032750680,19-10-2015,337320,True,2015,2
12026,wackytobaccy,13-10-2015,47410,False,2015,2
12027,wackytobaccy,04-10-2015,8870,True,2015,2
12028,wackytobaccy,25-01-2015,248860,True,2015,2
12029,wackytobaccy,02-01-2015,262790,False,2015,2
12030,FlameOfNagashi,08-11-2014,282800,True,2014,2
12031,FlameOfNagashi,05-04-2014,261700,True,2014,2
12032,FlameOfNagashi,20-04-2014,252330,True,2014,0
12033,flamesnz,07-01-2014,570,True,2014,2
12034,FlandersRJ,27-12-2013,8930,True,2013,2
12035,FlappyPants,30-10-2015,730,True,2015,1
12036,Flatesprofile,03-12-2015,393010,True,2015,2
12037,Flatesprofile,29-07-2015,204371,True,2015,2
12038,Flatesprofile,29-07-2015,204372,True,2015,2
12039,Flatesprofile,14-06-2015,204360,True,2015,2
12040,Flatesprofile,01-02-2015,219740,True,2015,2
12041,Flatesprofile,24-01-2015,322330,True,2015,0
12042,Flatesprofile,28-12-2014,4000,True,2014,2
12043,pancakesss,30-12-2015,243470,False,2015,2
12044,pancakesss,25-01-2015,4000,True,2015,1
12045,pancakesss,31-12-2014,72850,True,2014,2
12046,pancakesss,30-12-2014,221910,True,2014,2
12047,pancakesss,26-12-2014,206420,True,2014,2
12048,flechertel,01-07-2014,211420,False,2014,1
12049,76561198028154730,06-07-2014,218620,True,2014,2
12050,76561198034942053,19-06-2015,289650,True,2015,1
12051,flix141,27-09-2015,221100,True,2015,2
12052,Connorispurple,11-11-2014,319510,True,2014,0
12054,FloppyMop,04-07-2015,730,True,2015,1
12055,76561198061775209,30-12-2013,4700,True,2013,2
12056,JimmyNaar,10-05-2014,244850,True,2014,2
12057,JimmyNaar,13-03-2014,70000,True,2014,2
12058,76561198024527983,23-09-2014,221100,True,2014,0
12059,76561198024527983,22-03-2015,344760,True,2015,1
12060,76561198024527983,30-10-2012,215470,True,2012,2
12061,FlutterBrave,27-11-2013,201070,False,2013,0
12062,FlutterBrave,12-08-2013,1690,True,2013,2
12063,FlutterBrave,08-12-2013,211820,True,2013,1
12064,FlutterBrave,25-01-2013,22380,True,2013,2
12065,FlutterBrave,22-09-2011,620,True,2011,2
12066,FlutterBrave,06-06-2013,204880,True,2013,1
12068,76561198046418559,06-08-2015,316010,True,2015,2
12069,heetesh,15-03-2014,264120,True,2014,2
12070,heetesh,12-04-2014,730,True,2014,2
12072,76561198088743596,02-08-2014,301520,True,2014,1
12073,76561198088743596,24-05-2014,440,True,2014,1
12074,76561198088743596,17-05-2014,1840,True,2014,1
12076,foe99FTW,20-07-2013,4000,True,2013,2
12077,foe99FTW,11-08-2015,387860,True,2015,1
12078,foe99FTW,25-12-2014,245470,True,2014,2
12079,fhmmr,14-12-2014,211820,True,2014,1
12080,fhmmr,16-03-2015,312990,True,2015,1
12081,76561198069934081,15-05-2013,40700,True,2013,1
12082,76561198147471031,26-08-2014,221100,True,2014,1
12083,76561198147471031,25-11-2014,227940,False,2014,0
12084,76561198147471031,10-11-2014,113420,True,2014,2
12085,76561198147471031,13-12-2014,250500,True,2014,0
12086,76561198147471031,10-12-2014,8930,True,2014,2
12087,76561198147471031,15-11-2014,72850,True,2014,2
12088,vietsupercar,23-11-2015,252950,True,2015,2
12090,76561198027084051,22-12-2013,219890,True,2013,2
12093,76561197981425218,01-07-2014,730,True,2014,2
12094,76561197981425218,13-05-2014,252490,True,2014,2
12095,PepperMinty,14-11-2014,312990,True,2014,1
12097,76561198110959352,04-02-2014,4000,True,2014,2
12099,jarrodnolan,06-04-2014,208600,False,2014,0
12100,76561197999075044,15-04-2015,226720,True,2015,2
12101,szinc,04-10-2014,207230,True,2014,0
12102,76561198092054106,02-04-2014,570,True,2014,2
12103,forumjoe,03-12-2011,26500,True,2011,2
12105,76561198087142327,19-07-2014,570,True,2014,0
12107,76561198059167447,25-07-2013,107410,True,2013,1
12108,76561198065054063,07-07-2014,570,True,2014,1
12109,76561198053170819,10-04-2014,218470,False,2014,1
12110,76561198074244100,30-05-2015,284160,True,2015,2
12111,76561198074244100,14-11-2015,377160,True,2015,2
12112,76561198074244100,07-06-2015,290080,True,2015,2
12115,podeirladenunciar,19-09-2015,10180,True,2015,1
12116,podeirladenunciar,18-09-2015,209160,False,2015,1
12117,podeirladenunciar,16-08-2015,319630,True,2015,1
12118,podeirladenunciar,23-04-2015,271590,True,2015,2
12119,podeirladenunciar,26-10-2014,12120,True,2014,1
12120,podeirladenunciar,27-11-2013,237110,True,2013,1
12121,SqrRoot1,04-08-2015,218620,True,2015,2
12122,SqrRoot1,26-10-2014,440,True,2014,2
12123,FRANK00010,21-08-2015,440,True,2015,2
12124,76561198059271374,12-07-2014,265930,True,2014,2
12125,76561198091199302,27-04-2015,72850,True,2015,1
12126,76561198091199302,02-07-2015,221100,True,2015,1
12127,76561198091199302,30-09-2014,4000,True,2014,1
12128,76561198091199302,20-07-2014,227940,True,2014,1
12129,76561198091199302,18-03-2014,226700,True,2014,1
12130,76561198091199302,14-12-2013,236390,True,2013,1
12131,gdy3120,18-10-2014,500,True,2014,1
12132,76561198041589240,14-09-2014,301520,False,2014,0
12133,76561198041589240,23-01-2012,10180,True,2012,2
12136,113595,04-12-2014,274190,True,2014,2
12140,fredericktb,25-02-2014,4000,True,2014,1
12141,76561198071717735,19-06-2015,730,True,2015,1
12142,76561198068890475,01-06-2014,218620,True,2014,0
12144,beautifulgu00d,23-12-2013,730,True,2013,2
12146,beautifulgu00d,31-12-2013,209080,False,2013,0
12147,beautifulgu00d,03-02-2014,252490,False,2014,2
12148,Freefyre,14-04-2014,99900,True,2014,2
12149,fraserj,27-02-2015,335670,True,2015,2
12150,76561198089576595,21-03-2014,220240,True,2014,2
12151,76561198089576595,10-04-2014,218620,True,2014,2
12152,434238948,19-07-2015,9930,True,2015,2
12153,434238948,05-06-2015,104900,True,2015,2
12154,434238948,02-06-2015,374570,True,2015,1
12155,434238948,08-10-2014,304930,True,2014,2
12156,434238948,13-08-2014,4000,True,2014,2
12157,434238948,22-06-2014,49520,True,2014,2
12158,434238948,06-06-2014,63380,True,2014,2
12159,limlolhao,10-10-2015,730,True,2015,0
12160,limlolhao,18-09-2015,265890,True,2015,2
12161,limlolhao,11-09-2015,440,True,2015,0
12162,BloodNihilist,30-11-2013,250320,True,2013,2
12163,BloodNihilist,30-11-2013,212680,True,2013,2
12164,76561198067805986,16-05-2015,440,True,2015,2
12166,76561198067805986,05-12-2015,225540,True,2015,0
12170,76561198067805986,03-12-2015,213650,True,2015,2
12171,76561198067805986,03-12-2015,8870,True,2015,1
12172,76561198067805986,03-12-2015,7670,True,2015,1
12173,76561198067805986,27-11-2015,359050,True,2015,1
12175,76561198085097560,22-11-2014,730,True,2014,2
12176,frikcha,25-06-2014,211820,True,2014,2
12178,frikcha,12-11-2015,391540,True,2015,0
12179,frikcha,21-01-2015,268750,True,2015,2
12180,frikcha,21-01-2015,207140,True,2015,2
12181,frikcha,21-01-2015,265930,True,2015,2
12182,frikcha,09-01-2015,304930,False,2015,2
12183,frikcha,05-01-2015,241600,True,2015,2
12184,Frizick,13-03-2014,238960,True,2014,2
12185,astrophysicsblackguy,21-12-2014,730,True,2014,2
12186,astrophysicsblackguy,24-01-2015,317360,True,2015,2
12187,Gun_p0wder,08-01-2015,4000,True,2015,2
12188,thefrog,28-03-2015,319630,True,2015,2
12189,thefrog,21-02-2013,107100,True,2013,2
12191,Ni7rogen,07-02-2014,440,True,2014,0
12192,Frogpro007,30-05-2014,243870,True,2014,2
12193,Frogpro007,30-05-2014,236390,True,2014,2
12194,Frogpro007,30-09-2014,65790,False,2014,1
12195,Frogpro007,30-05-2014,239660,True,2014,2
12196,Frogpro007,30-05-2014,51100,False,2014,2
12198,joex10,04-12-2013,7940,True,2013,1
12199,DezDarkshard,17-09-2014,242700,True,2014,2
12200,Froppz,07-07-2014,248820,True,2014,2
12201,Froppz,22-12-2014,274940,True,2014,0
12202,Froppz,18-11-2015,233740,False,2015,2
12203,Froppz,08-04-2015,34900,True,2015,2
12204,FrostieDaFurry,07-11-2015,334230,True,2015,2
12205,FrostyBlizzard,06-01-2015,266840,True,2015,2
12206,FrostyBlizzard,13-01-2015,8930,False,2015,0
12207,FrostyBlizzard,31-12-2014,96100,True,2014,2
12208,FrostyBlizzard,19-12-2014,63380,False,2014,0
12216,76561198188011631,15-11-2015,72850,True,2015,2
12217,FRSH_MEXICAN,15-04-2014,201510,True,2014,0
12218,Thegreatboxbox,24-11-2014,570,True,2014,2
